"","ENTITY","TOTAL","UNIQUE","year"
"2010.1309","Lom",4,4,2010
"2010.1310","I-I",4,4,2010
"2010.1311","FIU",4,4,2010
"2010.1312","Torretta",4,4,2010
"2010.1313","Lombar",4,4,2010
"2010.1314","IEGNA",4,4,2010
"2010.1315","TOHNESE",4,4,2010
"2010.1316","Mattinata",4,4,2010
"2010.1317","daIl",4,4,2010
"2010.1318","Rionero",4,4,2010
"2010.1319","SCHIAVONE Francesco",4,4,2010
"2010.1320","SlEP",4,4,2010
"2010.1321","Sandokan",4,4,2010
"2010.1322","Natoa Napoli",4,4,2010
"2010.1323","Serre Vibonesi",4,4,2010
"2010.1324","BG Gip",4,4,2010
"2010.1325","Scarface",4,4,2010
"2010.1326","aWiato",4,4,2010
"2010.1327","AWF",4,4,2010
"2010.1328","Sol",4,4,2010
"2010.1329","Scalea",4,4,2010
"2010.1330","CUP",4,4,2010
"2010.1331","TFÏll",4,4,2010
"2010.1332","lON",4,4,2010
"2010.1333","CUCCARO",4,4,2010
"2010.1334","RONR",4,4,2010
"2010.1335","Massa",4,4,2010
"2010.1336","lG¿NlZZAZlONl",4,4,2010
"2010.1337","Fossa",4,4,2010
"2010.1338","Ventimiglia",4,4,2010
"2010.1339","Maschi",4,4,2010
"2010.1340","Agerola",4,4,2010
"2010.1341","FR",4,4,2010
"2010.1342","lENl",4,4,2010
"2010.1343","Car",4,4,2010
"2010.1344","Crernano",4,4,2010
"2010.1345","Pace",4,4,2010
"2010.1346","Chiaravalle Centrale",4,4,2010
"2010.1347","Lauropoli",4,4,2010
"2010.1348","Comando Provinciale Carabinieri",4,4,2010
"2010.1349","AFÏl",4,4,2010
"2010.1350","Crema",4,4,2010
"2010.1351","Grazzanise",4,4,2010
"2010.1352","Gricignano",4,4,2010
"2010.1353","S.p.",4,4,2010
"2010.1354","S.P.",4,4,2010
"2010.1355","llCO",4,4,2010
"2010.1356","lSUl",4,4,2010
"2010.1357","Carini",4,4,2010
"2010.1358","Trentola Ducenta",4,4,2010
"2010.1359","ARENELLA",4,4,2010
"2010.1360","Arezzo",4,4,2010
"2010.1361","Cavalleggeri",4,4,2010
"2010.1362","Comando Provin",4,4,2010
"2010.1363","IELL",4,4,2010
"2010.1364","Carrara",4,4,2010
"2010.1365","Mariglianella",4,4,2010
"2010.1366","HGNR DDA",4,4,2010
"2010.1367","Sandro",4,4,2010
"2010.1368","Giuseppe FALSONE",4,4,2010
"2010.1369","HG GlP",4,4,2010
"2010.1370","Nuiv",4,4,2010
"2010.1371","VITALE Leonardo",4,4,2010
"2010.1372","HG G.l.P.",4,4,2010
"2010.1373","FÏoghudi",4,4,2010
"2010.1374","Giuseppe SETOLA",4,4,2010
"2010.1375","MALLARDO",4,3,2010
"2010.1376","ZAVETTlEFll",4,3,2010
"2010.1377","PASlMENl",4,3,2010
"2010.1378","Esui",4,3,2010
"2010.1379","OE",4,3,2010
"2010.1380","FÏegionale",4,3,2010
"2010.1381","Cremona",4,3,2010
"2010.1382","IESTRE",4,3,2010
"2010.1383","Agnano",4,3,2010
"2010.1384","Bagnara",4,3,2010
"2010.1385","Ministero deIl",4,3,2010
"2010.1386","Bisignano",4,3,2010
"2010.1387","NABDO",4,3,2010
"2010.1388","TOTALE",4,3,2010
"2010.1389","RGNFI",4,3,2010
"2010.1390","Paola",4,3,2010
"2010.1391","neIl",4,3,2010
"2010.1392","Florna",4,3,2010
"2010.1393","FO",4,3,2010
"2010.1394","Alba",4,3,2010
"2010.1395","Ap",4,3,2010
"2010.1396","lEO",4,3,2010
"2010.1397","Piddu",4,3,2010
"2010.1398","llLLO",4,3,2010
"2010.1399","infIuenza",4,3,2010
"2010.1400","PaternÚ",4,3,2010
"2010.1401","BUONO",4,3,2010
"2010.1402","ANo",4,3,2010
"2010.1403","D.i.A.",4,3,2010
"2010.1404","Claudio",4,2,2010
"2010.1405","Raggruppamento",4,2,2010
"2010.1406","CASCIO",4,2,2010
"2010.1407","DD¿",4,2,2010
"2010.1408","Soriano",4,2,2010
"2010.1409","Rocca",4,2,2010
"2010.1410","Vs",4,2,2010
"2010.1411","Cinese",4,2,2010
"2010.1412","STRAMAGLIA",4,2,2010
"2010.1413","Ernilia",4,2,2010
"2010.1414","Umberto",4,2,2010
"2010.1415","CONDELLO",4,2,2010
"2010.1416","Ambiente",4,2,2010
"2010.1417","Belice",4,2,2010
"2010.1418","Settentrionale",4,2,2010
"2010.1419","Bova",4,2,2010
"2010.1420","IONTANI",4,2,2010
"2010.1421","Lii",4,2,2010
"2010.1422","Autorita",4,2,2010
"2010.1423","Progetto",4,2,2010
"2010.1424","Zll",4,2,2010
"2010.1425","Emergenza",4,2,2010
"2010.1426","CITTA",4,2,2010
"2010.1427","Arnone",4,2,2010
"2010.1428","FlG",4,2,2010
"2010.1429","Area",4,2,2010
"2010.1430","CESARANO",4,2,2010
"2010.1431","Goal",4,2,2010
"2010.1432","delTribunale",4,2,2010
"2010.1433","Nevano",4,2,2010
"2010.1434","Dl COSOLA",4,2,2010
"2010.1435","DDAe",4,2,2010
"2010.1436","InteIIigence",4,2,2010
"2010.1437","CENNAMO",4,2,2010
"2010.1438","Calogero",4,1,2010
"2010.1439","Investigativa",4,1,2010
"2010.1440","Busto",4,1,2010
"2010.1441","Stanislao",4,1,2010
"2010.1442","TOl",4,1,2010
"2010.1443","GENERAL",4,1,2010
"2010.1444","The",4,1,2010
"2010.1445","Terra",4,1,2010
"2010.1446","Biagio",4,1,2010
"2010.1447","Anoso",4,1,2010
"2010.1448","llGEBO",4,1,2010
"2010.1449","Lido",4,1,2010
"2010.1450","Pubblici",4,1,2010
"2010.1451","Force",4,1,2010
"2010.1452","Sorrentina",4,1,2010
"2010.1453","Pratameno",4,1,2010
"2010.1454","PADULA",4,1,2010
"2010.1455","Cesano",4,1,2010
"2010.1456","Sll",4,1,2010
"2010.1457","SlA",4,1,2010
"2010.1458","Miriistero",4,1,2010
"2010.1459","Vecchia",4,1,2010
"2010.1460","Procopio",4,1,2010
"2010.1461","Bad",4,1,2010
"2010.1462","ROMITO",4,1,2010
"2010.1463","Cesa",3,3,2010
"2010.1464","Lx",3,3,2010
"2010.1465","Siria",3,3,2010
"2010.1466","Casola",3,3,2010
"2010.1467","Divisione Anticrimine",3,3,2010
"2010.1468","Sequ",3,3,2010
"2010.1469","Castellace",3,3,2010
"2010.1470","i-iL",3,3,2010
"2010.1471","FÏ.O.S.",3,3,2010
"2010.1472","Auiocioiwﬂ",3,3,2010
"2010.1473","Catan",3,3,2010
"2010.1474","CN",3,3,2010
"2010.1475","Lf",3,3,2010
"2010.1476","Scilla",3,3,2010
"2010.1477","Consigliere Comunale",3,3,2010
"2010.1478","FÏeggio Emilia",3,3,2010
"2010.1479","Lecco",3,3,2010
"2010.1480","Francesco CAMPANA",3,3,2010
"2010.1481","Svizzera",3,3,2010
"2010.1482","HD",3,3,2010
"2010.1483","Commissioni",3,3,2010
"2010.1484","S¸dtirol",3,3,2010
"2010.1485","I.A.",3,3,2010
"2010.1486","Salerno-Reggio",3,3,2010
"2010.1487","De Gasperi",3,3,2010
"2010.1488","Squillace",3,3,2010
"2010.1489","Informazione Finanziaria",3,3,2010
"2010.1490","Sabaudia",3,3,2010
"2010.1491","Guar",3,3,2010
"2010.1492","Sorianello",3,3,2010
"2010.1493","Cardinale",3,3,2010
"2010.1494","RUS",3,3,2010
"2010.1495","Martirano Lombardo",3,3,2010
"2010.1496","Cesare PAGANO",3,3,2010
"2010.1497","Centro Operativo D.l.A.",3,3,2010
"2010.1498","Marsala",3,3,2010
"2010.1499","MASSARO Clemente",3,3,2010
"2010.1500","Terminator",3,3,2010
"2010.1501","Rovigo",3,3,2010
"2010.1502","Comando Pro",3,3,2010
"2010.1503","Indagini Preliminari",3,3,2010
"2010.1504","Capizzi",3,3,2010
"2010.1505","HSCEO Giuseppe",3,3,2010
"2010.1506","MESSINA DENARO Matteo",3,3,2010
"2010.1507","Roghudi",3,3,2010
"2010.1508","Cantorato",3,3,2010
"2010.1509","Cagnano Varano",3,3,2010
"2010.1510","Cantiere",3,3,2010
"2010.1511","Roccaforte",3,3,2010
"2010.1512","C‡",3,3,2010
"2010.1513","Matrioska",3,3,2010
"2010.1514","daII",3,3,2010
"2010.1515","FÏelazione Semestrale",3,3,2010
"2010.1516","Riesi",3,3,2010
"2010.1517","Liberta",3,3,2010
"2010.1518","Mammola",3,3,2010
"2010.1519","TORNICCHIO",3,3,2010
"2010.1520","AQUINO",3,3,2010
"2010.1521","Bad Boys",3,3,2010
"2010.1522","MAZZAFERRO",3,3,2010
"2010.1523","Autorit‡ Giudiziaria",3,3,2010
"2010.1524","RGSS",3,3,2010
"2010.1525","Medesano",3,3,2010
"2010.1526","Cam",3,3,2010
"2010.1527","RGNFK",3,3,2010
"2010.1528","TRAPASSO-l",3,3,2010
"2010.1529","Trattasi",3,3,2010
"2010.1530","Nuove Alleanze",3,3,2010
"2010.1531","O.2OiO",3,3,2010
"2010.1532","Trepuzzi",3,3,2010
"2010.1533","Caltanis",3,3,2010
"2010.1534","OB FÏGl\lRe",3,3,2010
"2010.1535","Tribuna",3,3,2010
"2010.1536","Deliberata",3,3,2010
"2010.1537","DELLm",3,3,2010
"2010.1538","Trinitapoli",3,3,2010
"2010.1539","Antiusura",3,3,2010
"2010.1540","Triveneto",3,3,2010
"2010.1541","Locride",3,3,2010
"2010.1542","Dicasteri",3,3,2010
"2010.1543","ReaIe",3,3,2010
"2010.1544","Dogana",3,3,2010
"2010.1545","Parco Sud",3,3,2010
"2010.1546","Ravanusa",3,3,2010
"2010.1547","Penisola Sorrentina",3,3,2010
"2010.1548","Petilia Policastro",3,3,2010
"2010.1549","BG G.l.B.",3,3,2010
"2010.1550","Polizia Tributaria",3,3,2010
"2010.1551","ELi",3,3,2010
"2010.1552","New York",3,3,2010
"2010.1553","Porto Cesareo",3,3,2010
"2010.1554","proWeduto",3,3,2010
"2010.1555","proWedono",3,3,2010
"2010.1556","Ugento",3,3,2010
"2010.1557","Pubblica Sicurezza",3,3,2010
"2010.1558","EPii",3,3,2010
"2010.1559","Epilogo",3,3,2010
"2010.1560","LAUDANI",3,3,2010
"2010.1561","AMENT",3,3,2010
"2010.1562","ULL",3,3,2010
"2010.1563","Croazia",3,3,2010
"2010.1564","Lauria",3,3,2010
"2010.1565","Amburgo",3,3,2010
"2010.1566","RG G.lP",3,3,2010
"2010.1567","LATELLA",3,3,2010
"2010.1568","Centro America",3,3,2010
"2010.1569","Potere",3,3,2010
"2010.1570","S. Anastasia",3,3,2010
"2010.1571","Salerno-Reggio Calabria",3,3,2010
"2010.1572","FIAR»",3,3,2010
"2010.1573","Istituzione",3,3,2010
"2010.1574","Bordighera",3,3,2010
"2010.1575","San Girolamo",3,3,2010
"2010.1576","BONANNO",3,3,2010
"2010.1577","Bolzano",3,3,2010
"2010.1578","lAFÏTlNO",3,3,2010
"2010.1579","Finanze",3,3,2010
"2010.1580","Bl",3,3,2010
"2010.1581","PGMP",3,3,2010
"2010.1582","GICER",3,3,2010
"2010.1583","Airola",3,3,2010
"2010.1584","Nata",3,3,2010
"2010.1585","PDS",3,3,2010
"2010.1586","GALLO Carmine",3,3,2010
"2010.1587","PARLAMENTO",3,3,2010
"2010.1588","SCICO",3,3,2010
"2010.1589","Basso",3,3,2010
"2010.1590","PANCOTTO",3,3,2010
"2010.1591","FORIGLIO",3,3,2010
"2010.1592","Pallonetto",3,3,2010
"2010.1593","PALEFÏl",3,3,2010
"2010.1594","Palagonia",3,3,2010
"2010.1595","Stazione CC",3,3,2010
"2010.1596","VOZZA",3,3,2010
"2010.1597","BH",3,3,2010
"2010.1598","Battipaglia",3,3,2010
"2010.1599","FIGNR DDA",3,3,2010
"2010.1600","Ospedaletto",3,3,2010
"2010.1601","Judica",3,3,2010
"2010.1602","Furnari",3,3,2010
"2010.1603","Ordinanza",3,3,2010
"2010.1604","Liveri",3,3,2010
"2010.1605","ACRI",3,3,2010
"2010.1606","Or",3,3,2010
"2010.1607","FUSCO-PONTlCELLl",3,3,2010
"2010.1608","GAFI",3,3,2010
"2010.1609","Vallelunga Pratameno",3,3,2010
"2010.1610","FÏibera",3,3,2010
"2010.1611","zzAz\oN",3,3,2010
"2010.1612","G.N.FÏ",3,3,2010
"2010.1613","viÌU",3,3,2010
"2010.1614","¬ll\lALl",3,3,2010
"2010.1615","OCAP",3,3,2010
"2010.1616","BELFOHTE",3,3,2010
"2010.1617","Vicaria",3,3,2010
"2010.1618","Omnia",3,3,2010
"2010.1619","Accesso",3,3,2010
"2010.1620","Vortice",3,3,2010
"2010.1621","Gagliano",3,3,2010
"2010.1622","Venosa",3,3,2010
"2010.1623","BIDO",3,3,2010
"2010.1624","Galatina",3,3,2010
"2010.1625","AF",3,3,2010
"2010.1626","Basilicata",3,3,2010
"2010.1627","Noce",3,3,2010
"2010.1628","Frignano",3,3,2010
"2010.1629","Barritteri",3,3,2010
"2010.1630","Barracuda",3,3,2010
"2010.1631","xurocroivﬂ",3,3,2010
"2010.1632","uU",3,3,2010
"2010.1633","IINO",3,3,2010
"2010.1634","KR",3,3,2010
"2010.1635","lMESSl",3,3,2010
"2010.1636","Unio",3,3,2010
"2010.1637","UM",3,3,2010
"2010.1638","BARBARO",3,3,2010
"2010.1639","lACOI",3,3,2010
"2010.1640","Zastava",3,3,2010
"2010.1641","Bucciano",3,3,2010
"2010.1642","Bulgaria",3,3,2010
"2010.1643","San Nicola Arcella",3,3,2010
"2010.1644","Pil-ivi",3,3,2010
"2010.1645","Bundeskriminalamt",3,3,2010
"2010.1646","Ucraina",3,3,2010
"2010.1647","uA",3,3,2010
"2010.1648","PlFÏOl",3,3,2010
"2010.1649","Tufino",3,3,2010
"2010.1650","Monasterace",3,3,2010
"2010.1651","LANKA",3,3,2010
"2010.1652","AZlO",3,3,2010
"2010.1653","aWocato",3,3,2010
"2010.1654","AwocATA",3,3,2010
"2010.1655","FALANCA",3,3,2010
"2010.1656","ﬂg",3,3,2010
"2010.1657","ﬂﬂ",3,3,2010
"2010.1658","Agro Nocerino Sarnese",3,3,2010
"2010.1659","III",3,3,2010
"2010.1660","Alta Sorveglianza",3,3,2010
"2010.1661","Ange",3,3,2010
"2010.1662","aWicinato",3,3,2010
"2010.1663","Calvizzano",3,3,2010
"2010.1664","ARRESTATE Art",3,3,2010
"2010.1665","eCO",3,3,2010
"2010.1666","Drapia",3,3,2010
"2010.1667","Barcellona Pozzo",3,3,2010
"2010.1668","PELLE Antonio",3,3,2010
"2010.1669","Paolo Vl",3,3,2010
"2010.1670","Candela",3,3,2010
"2010.1671","Tirreni",3,3,2010
"2010.1672","Borgo Vecchio",3,3,2010
"2010.1673","Oppido Mamertina",3,3,2010
"2010.1674","Oi O.",3,3,2010
"2010.1675","CALABRESE Felice",3,3,2010
"2010.1676","CAMPANA Francesco",3,3,2010
"2010.1677","Terracina",3,3,2010
"2010.1678","iNizzAzioNi",3,3,2010
"2010.1679","Nord Africa",3,3,2010
"2010.1680","Nicola SCHIAVONE",3,3,2010
"2010.1681","Nazioni Unite",3,3,2010
"2010.1682","D.i.",3,3,2010
"2010.1683","CIPRIANO Michele",3,3,2010
"2010.1684","Carit‡",3,3,2010
"2010.1685","MODUGNO Cosimo",3,3,2010
"2010.1686","Tamburi",3,3,2010
"2010.1687","aWiati",3,3,2010
"2010.1688","Massimo PASIMENI",3,3,2010
"2010.1689","l…´Ei",3,3,2010
"2010.1690","Commissario Straordinario",3,3,2010
"2010.1691","iB",3,3,2010
"2010.1692","S.r.",3,3,2010
"2010.1693","Lea GAROFALO",3,3,2010
"2010.1694","Stretto",3,3,2010
"2010.1695","CP",3,3,2010
"2010.1696","Cosoleto",3,3,2010
"2010.1697","Sai",3,3,2010
"2010.1698","iEi\iTi",3,3,2010
"2010.1699","MARIANO",3,3,2010
"2010.1700","CONFISCA",3,3,2010
"2010.1701","STBAI",3,3,2010
"2010.1702","Damiano VALLELUNGA",3,3,2010
"2010.1703","DE FEO",3,3,2010
"2010.1704","Gerlandino MESSINA",3,3,2010
"2010.1705","Direttore Generale",3,3,2010
"2010.1706","ASP",3,3,2010
"2010.1707","G.l.B.",3,3,2010
"2010.1708","FÏGl\lFÏ",3,3,2010
"2010.1709","CASSOTTA",3,3,2010
"2010.1710","CIPE",3,3,2010
"2010.1711","SQ",3,3,2010
"2010.1712","Atella",3,3,2010
"2010.1713","IONA",3,3,2010
"2010.1714","Castiglione",3,3,2010
"2010.1715","lELLl-VANCONE",3,3,2010
"2010.1716","Castrofilippo",3,3,2010
"2010.1717","SpA",3,3,2010
"2010.1718","ELIA Michele",3,3,2010
"2010.1719","Expo Milano",3,3,2010
"2010.1720","AK",3,3,2010
"2010.1721","NAL",3,3,2010
"2010.1722","FastSDI-Ministero deII",3,3,2010
"2010.1723","lELLl-VANGONE",3,3,2010
"2010.1724","Aufocfoivﬂ",3,3,2010
"2010.1725","Fie",3,3,2010
"2010.1726","Scacco Matto",3,3,2010
"2010.1727","Chivasso",3,3,2010
"2010.1728","Nebrodi",3,3,2010
"2010.1729","Giostra",3,3,2010
"2010.1730","Sersale",3,3,2010
"2010.1731","Rione Traiano",3,3,2010
"2010.1732","FAS",3,3,2010
"2010.1733","Cinquefrondi",3,3,2010
"2010.1734","Agri",3,3,2010
"2010.1735","R.G.l.P.",3,3,2010
"2010.1736","iOO",3,3,2010
"2010.1737","VITALE Giovanni",3,3,2010
"2010.1738","FÏiace",3,3,2010
"2010.1739","proWedirnento",3,3,2010
"2010.1740","ANELLO",3,3,2010
"2010.1741","FP",3,3,2010
"2010.1742","Emessa",3,3,2010
"2010.1743","Angri",3,3,2010
"2010.1744","Sorveglianza Speciale",3,3,2010
"2010.1745","Qt",3,3,2010
"2010.1746","Sostituto Procuratore Distrettuale",3,3,2010
"2010.1747","Comiso",3,3,2010
"2010.1748","Pantaleone FlUSSEl",3,3,2010
"2010.1749","DICEMBRE",3,3,2010
"2010.1750","Palermo ~ Sez",3,3,2010
"2010.1751","Arrna",3,3,2010
"2010.1752","approWigionamento",3,3,2010
"2010.1753","Nord Italia",3,3,2010
"2010.1754","Maresciallo",3,3,2010
"2010.1755","JE",3,3,2010
"2010.1756","AQUll",3,3,2010
"2010.1757","Condotta",3,3,2010
"2010.1758","Terra Bruciata",3,3,2010
"2010.1759","Ir",3,3,2010
"2010.1760","RUSSA",3,3,2010
"2010.1761","Lonate Pozzolo",3,3,2010
"2010.1762","lATl TEl\lTATl",3,3,2010
"2010.1763","Tribunale Civile",3,3,2010
"2010.1764","Ufficio G.l.P.",3,3,2010
"2010.1765","Servizio Centrale Operativo",3,3,2010
"2010.1766","Nord Europa",3,3,2010
"2010.1767","DEA",3,3,2010
"2010.1768","QÂ",3,3,2010
"2010.1769","Festa",3,3,2010
"2010.1770","Minervino Murge",3,3,2010
"2010.1771","Aja",3,3,2010
"2010.1772","Q Q",3,3,2010
"2010.1773","Pavia",3,3,2010
"2010.1774","Monteroni",3,3,2010
"2010.1775","proWedi",3,3,2010
"2010.1776","Monti Lattari",3,3,2010
"2010.1777","Pisticci",3,3,2010
"2010.1778","Sicilia Orientale",3,3,2010
"2010.1779","SICA",3,2,2010
"2010.1780","Striano",3,2,2010
"2010.1781","AE",3,2,2010
"2010.1782","LETIZIA",3,2,2010
"2010.1783","BHUNETTO",3,2,2010
"2010.1784","IPEO",3,2,2010
"2010.1785","TROVATO",3,2,2010
"2010.1786","Convenzione",3,2,2010
"2010.1787","COSOLA Antonio",3,2,2010
"2010.1788","Tao",3,2,2010
"2010.1789","Cardillo",3,2,2010
"2010.1790","RIZZO Davide Francesco",3,2,2010
"2010.1791","IAGLIA Angelo",3,2,2010
"2010.1792","LORUSSO",3,2,2010
"2010.1793","Woo",3,2,2010
"2010.1794","TENTATI",3,2,2010
"2010.1795","FUSCO",3,2,2010
"2010.1796","IANUELE",3,2,2010
"2010.1797","Opera",3,2,2010
"2010.1798","NUMERO DEUW coMMEssi",3,2,2010
"2010.1799","Davoli",3,2,2010
"2010.1800","RGl",3,2,2010
"2010.1801","riiﬂo",3,2,2010
"2010.1802","Membri",3,2,2010
"2010.1803","Cantieri",3,2,2010
"2010.1804","Seo",3,2,2010
"2010.1805","Nick",3,2,2010
"2010.1806","DEN",3,2,2010
"2010.1807","FÏe",3,2,2010
"2010.1808","lELLl",3,2,2010
"2010.1809","lTEl",3,2,2010
"2010.1810","SCHIA",3,2,2010
"2010.1811","Lucia",3,2,2010
"2010.1812","DOLOSO",3,2,2010
"2010.1813","iiEi",3,2,2010
"2010.1814","Go",3,2,2010
"2010.1815","GE",3,2,2010
"2010.1816","GlONTA",3,2,2010
"2010.1817","BIDOGNETTI",3,2,2010
"2010.1818","Campa",3,2,2010
"2010.1819","HGNH",3,2,2010
"2010.1820","Palazzo",3,2,2010
"2010.1821","cEcA",3,2,2010
"2010.1822","Asset",3,2,2010
"2010.1823","Direzione Distrettuale Antimafia",3,2,2010
"2010.1824","FÏGlP",3,2,2010
"2010.1825","Gl",3,2,2010
"2010.1826","Squadre",3,2,2010
"2010.1827","Cll",3,2,2010
"2010.1828","FÏGNF",3,2,2010
"2010.1829","Campobasso",3,2,2010
"2010.1830","proWedevano",3,2,2010
"2010.1831","Asia",3,2,2010
"2010.1832","Antiracket",3,2,2010
"2010.1833","Irpino",3,2,2010
"2010.1834","Dl LAUFÏO",3,2,2010
"2010.1835","Giustino",3,2,2010
"2010.1836","Cianciana",3,2,2010
"2010.1837","Procure",3,2,2010
"2010.1838","Giusep",3,2,2010
"2010.1839","Estorsione",3,2,2010
"2010.1840","Eu",3,2,2010
"2010.1841","Nuivisno",3,2,2010
"2010.1842","Bosco",3,2,2010
"2010.1843","PAPA",3,2,2010
"2010.1844","BFÏUl",3,2,2010
"2010.1845","PRE",3,2,2010
"2010.1846","PP",3,2,2010
"2010.1847","Belvedere",3,2,2010
"2010.1848","PHOCOPIO",3,2,2010
"2010.1849","ZlOl",3,2,2010
"2010.1850","Ferrara",3,2,2010
"2010.1851","IORABITO",3,2,2010
"2010.1852","FEZZA",3,2,2010
"2010.1853","biS",3,2,2010
"2010.1854","PELLINO",3,2,2010
"2010.1855","TT",3,2,2010
"2010.1856","Sylos",3,2,2010
"2010.1857","Funzionari",3,2,2010
"2010.1858","Plvl",3,2,2010
"2010.1859","ALBANESE",3,2,2010
"2010.1860","San Pasquale",3,2,2010
"2010.1861","Catanzarom",3,2,2010
"2010.1862","Cooperazione",3,2,2010
"2010.1863","lN",3,2,2010
"2010.1864","LICCIARDI",3,2,2010
"2010.1865","Municipio",3,2,2010
"2010.1866","Roccella",3,1,2010
"2010.1867","SAN cARLo ARENA",3,1,2010
"2010.1868","LiA",3,1,2010
"2010.1869","TELEGRAFO",3,1,2010
"2010.1870","Giulio",3,1,2010
"2010.1871","Dl TlRO",3,1,2010
"2010.1872","RUGOLO",3,1,2010
"2010.1873","Rosaria",3,1,2010
"2010.1874","IOLO",3,1,2010
"2010.1875","Fire",3,1,2010
"2010.1876","PGNR",3,1,2010
"2010.1877","Final",3,1,2010
"2010.1878","Lai",3,1,2010
"2010.1879","Fil",3,1,2010
"2010.1880","BUSCO",3,1,2010
"2010.1881","Plim",3,1,2010
"2010.1882","Gioacchino",3,1,2010
"2010.1883","FlOMlTO",3,1,2010
"2010.1884","Iscaro",3,1,2010
"2010.1885","CALDARELLI",3,1,2010
"2010.1886","Mo",3,1,2010
"2010.1887","Korion",3,1,2010
"2010.1888","Ercole",3,1,2010
"2010.1889","ANASTASIO",3,1,2010
"2010.1890","Angelo Michele",3,1,2010
"2010.1891","ELAZlONl",3,1,2010
"2010.1892","Polizia Federale",3,1,2010
"2010.1893","Camorra",3,1,2010
"2010.1894","Don",3,1,2010
"2010.1895","Regno",3,1,2010
"2010.1896","Paesan",3,1,2010
"2010.1897","Mauro",3,1,2010
"2010.1898","Incendio",3,1,2010
"2010.1899","i…",3,1,2010
"2010.1900","Grazia",3,1,2010
"2010.1901","NOLANA",3,1,2010
"2010.1902","Royal",3,1,2010
"2010.1903","Affari",3,1,2010
"2010.1904","Law",3,1,2010
"2010.1905","lU",3,1,2010
"2010.1906","Stradale",3,1,2010
"2010.1907","Stra",3,1,2010
"2010.1908","Salentino",3,1,2010
"2010.1909","Guido",3,1,2010
"2010.1910","Mariangela",3,1,2010
"2010.1911","Margherita",3,1,2010
"2010.1912","Sari",3,1,2010
"2010.1913","SAULINO",3,1,2010
"2010.1914","Luzzatti",3,1,2010
"2010.1915","Bernardo",3,1,2010
"2010.1916","Codice",3,1,2010
"2010.1917","Sellia",3,1,2010
"2010.1918","At",3,1,2010
"2010.1919","HUGOLO",3,1,2010
"2010.1920","lENTO",3,1,2010
"2010.1921","Human",3,1,2010
"2010.1922","Bella",3,1,2010
"2011.1","Tribunale",578,566,2011
"2011.2","Q.",510,496,2011
"2011.3","Napoli",325,321,2011
"2011.4","GlP",314,153,2011
"2011.5","Carabinieri",292,282,2011
"2011.6","sEMEsTFiE",265,265,2011
"2011.7","O.C.C.C.",244,244,2011
"2011.8","Sem",239,205,2011
"2011.9","San",212,22,2011
"2011.10","Direzione",198,79,2011
"2011.11","Calabria",193,57,2011
"2011.12","GIP",190,117,2011
"2011.13","Polizia",178,137,2011
"2011.14","Antimafia",171,73,2011
"2011.15","RG",152,21,2011
"2011.16","BARI",147,145,2011
"2011.17","RGNR",140,118,2011
"2011.18","Procura",138,100,2011
"2011.19","DDA",131,73,2011
"2011.20","Finanza",130,130,2011
"2011.21","Guardia",125,124,2011
"2011.22","D.l.",124,124,2011
"2011.23","S.",123,81,2011
"2011.24","Forze",120,118,2011
"2011.25","TAV",112,94,2011
"2011.26","V.",99,87,2011
"2011.27","Campania",93,83,2011
"2011.28","Repubblica",92,88,2011
"2011.29","D.l.A.",91,91,2011
"2011.30","Catania",91,89,2011
"2011.31","Decreto",91,88,2011
"2011.32","T.",89,82,2011
"2011.33","Ei",89,77,2011
"2011.34","PS",88,87,2011
"2011.35","Reggio",88,2,2011
"2011.36","Squadra",87,30,2011
"2011.37","Palermo",84,78,2011
"2011.38","W.",83,78,2011
"2011.39","Investigativa",80,2,2011
"2011.40","Lecce",79,78,2011
"2011.41","Sicilia",79,61,2011
"2011.42","SDI",76,72,2011
"2011.43","J.",75,71,2011
"2011.44","Sern",75,62,2011
"2011.45","Lombardia",74,72,2011
"2011.46","Proc",73,70,2011
"2011.47","H.",73,69,2011
"2011.48","Santa",71,32,2011
"2011.49","Corte",67,65,2011
"2011.50","F.",67,61,2011
"2011.51","RG GlP",67,55,2011
"2011.52","Ministero",67,44,2011
"2011.53","Reggio Calabria",66,61,2011
"2011.54","U.",66,51,2011
"2011.55","Catanzaro",65,62,2011
"2011.56","proWedimento",64,63,2011
"2011.57","Foggia",63,63,2011
"2011.58","Sezione",63,25,2011
"2011.59","Italia",62,50,2011
"2011.60","FastSDI",61,46,2011
"2011.61","Iil",59,28,2011
"2011.62","Mobile",59,4,2011
"2011.63","Direzione Investigativa Antimafia",58,58,2011
"2011.64","Fl",57,14,2011
"2011.65","Tipo",56,11,2011
"2011.66","Squadra Mobile",55,55,2011
"2011.67","Aurocroivﬂ",55,55,2011
"2011.68","C.C.C.",53,53,2011
"2011.69","Lazio",53,52,2011
"2011.70","Numero",53,18,2011
"2011.71","Nato",52,52,2011
"2011.72","EE",52,50,2011
"2011.73","Emilia",51,4,2011
"2011.74","Giuseppe",50,11,2011
"2011.75","G.l.",49,49,2011
"2011.76","÷.",49,44,2011
"2011.77","Distrettuale",49,1,2011
"2011.78","Appello",48,48,2011
"2011.79","….",48,42,2011
"2011.80","FÏeggio",48,6,2011
"2011.81","Toscana",47,47,2011
"2011.82","Taranto",47,45,2011
"2011.83","Milano",47,39,2011
"2011.84","Brindisi",46,45,2011
