"","ENTITY","TOTAL","UNIQUE","year"
"1998.1","DIA",84,84,1998
"1998.2","Italia",40,39,1998
"1998.3","Paesi",40,35,1998
"1998.4","Polizia",33,31,1998
"1998.5","Tribunale",26,26,1998
"1998.6","Direttore",22,19,1998
"1998.7","Repubblica",21,12,1998
"1998.8","Europa",21,10,1998
"1998.9","Direzione",19,14,1998
"1998.10","Catania",16,16,1998
"1998.11","Palermo",15,15,1998
"1998.12","Est",14,7,1998
"1998.13","Interno",13,13,1998
"1998.14","Giuseppe",12,2,1998
"1998.15","Spagna",10,10,1998
"1998.16","Romania",10,10,1998
"1998.17","RIINA",10,4,1998
"1998.18","Dipartimento",9,9,1998
"1998.19","Autorit‡",9,5,1998
"1998.20","Unione",9,1,1998
"1998.21","G.",8,8,1998
"1998.22","Messina",8,8,1998
"1998.23","Milano",8,8,1998
"1998.24","Albania",8,8,1998
"1998.25","Tribunali",8,8,1998
"1998.26","Reggio",8,2,1998
"1998.27","Calabria",8,2,1998
"1998.28","Bari",7,7,1998
"1998.29","Napoli",7,7,1998
"1998.30","Sicilia",7,7,1998
"1998.31","Procuratori",7,7,1998
"1998.32","Est Europa",7,7,1998
"1998.33","Ministero",7,6,1998
"1998.34","America",7,5,1998
"1998.35","Ordinamento",7,4,1998
"1998.36","Centrale",7,1,1998
"1998.37","Nazione",6,6,1998
"1998.38","Germania",6,6,1998
"1998.39","Giustizia",6,6,1998
"1998.40","Slovenia",6,6,1998
"1998.41","Firenze",6,6,1998
"1998.42","Francia",6,6,1998
"1998.43","Belgio",6,6,1998
"1998.44","Reggio Calabria",6,6,1998
"1998.45","Caltanissetta",6,6,1998
"1998.46","Repubblica Ceca",6,6,1998
"1998.47","II",6,5,1998
"1998.48","Criminalit‡",6,2,1998
"1998.49","San",6,2,1998
"1998.50","Sacra",6,2,1998
"1998.51","Alta",6,1,1998
"1998.52","Sicurezza",6,1,1998
"1998.53","Giudiziaria",6,1,1998
"1998.54","BAGARELLA",6,1,1998
"1998.55","Argentina",5,5,1998
"1998.56","Salvatore RIINA",5,5,1998
"1998.57","Unione Europea",5,5,1998
"1998.58","Alta Velocit‡",5,5,1998
"1998.59","Uniti",5,5,1998
"1998.60","Puglia",5,5,1998
"1998.61","Croazia",5,5,1998
"1998.62","NCIS",5,5,1998
"1998.63","Campania",5,4,1998
"1998.64","Cooperazione",5,4,1998
"1998.65","Unita",5,2,1998
"1998.66","Amministrazione",5,2,1998
"1998.67","National",5,1,1998
"1998.68","Ufficio",5,1,1998
"1998.69","Pubblica",5,1,1998
"1998.70","URSS",4,4,1998
"1998.71","Grazia",4,4,1998
"1998.72","Ucraina",4,4,1998
"1998.73","Camo",4,4,1998
"1998.74","Semestre",4,4,1998
"1998.75","IV",4,4,1998
"1998.76","Russia",4,4,1998
"1998.77","Pubblica Sicurezza",4,4,1998
"1998.78","Brigata",4,4,1998
"1998.79","III",4,4,1998
"1998.80","Brindisi",4,4,1998
"1998.81","Toscana",4,4,1998
"1998.82","Svizzera",4,4,1998
"1998.83","Foggia",4,4,1998
"1998.84","Veneto",4,4,1998
"1998.85","BKA",4,4,1998
"1998.86","Esagonale",4,4,1998
"1998.87","Bulgaria",4,4,1998
"1998.88","Autorit‡ Giudiziaria",4,4,1998
"1998.89","Criminalit‡ Organizzata",4,4,1998
"1998.90","C.E.",4,4,1998
"1998.91","Polonia",4,4,1998
"1998.92","Canada",4,4,1998
"1998.93","Leoluca BAGARELLA",4,4,1998
"1998.94","Casalesi",4,4,1998
"1998.95","CEE",4,4,1998
"1998.96","Istituti",4,3,1998
"1998.97","Comitato",4,2,1998
"1998.98","VITALE",4,2,1998
"1998.99","Service",4,1,1998
"1998.100","Iniziativa",4,1,1998
"1998.101","Penitenziaria",4,1,1998
"1998.102","Corte",4,1,1998
"1998.103","Direzione Centrale",3,3,1998
"1998.104","Enna",3,3,1998
"1998.105","COIR",3,3,1998
"1998.106","GUOP",3,3,1998
"1998.107","P.",3,3,1998
"1998.108","Salerno",3,3,1998
"1998.109","Bernardo",3,3,1998
"1998.110","San Giuseppe Jato",3,3,1998
"1998.111","Santo MAZZEI",3,3,1998
"1998.112","Agenzie",3,3,1998
"1998.113","Adriatico",3,3,1998
"1998.114","Vibo Valentia",3,3,1998
"1998.115","Procura",3,3,1998
"1998.116","SANDOKAN",3,3,1998
"1998.117","ONU",3,3,1998
"1998.118","Unione Sovietica",3,3,1998
"1998.119","Altofonte",3,3,1998
"1998.120","Montenegro",3,3,1998
"1998.121","Ministri",3,3,1998
"1998.122","Mediterraneo",3,3,1998
"1998.123","COBI",3,3,1998
"1998.124","GIP",3,3,1998
"1998.125","Austria",3,3,1998
"1998.126","Sacra Corona Unita",3,3,1998
"1998.127","Londra",3,3,1998
"1998.128","Lombardia",3,3,1998
"1998.129","Lecce",3,3,1998
"1998.130","Bosnia-Erzegovina",3,3,1998
"1998.131","Interpol",3,3,1998
"1998.132","Ungheria",3,3,1998
"1998.133","Guardia",3,3,1998
"1998.134","Europol",3,3,1998
"1998.135","FBI",3,3,1998
"1998.136","Paesi G",3,3,1998
"1998.137","Forze",3,3,1998
"1998.138","Colombia",3,3,1998
"1998.139","Comuni",3,3,1998
"1998.140","DNA",3,3,1998
"1998.141","Amministrazione Penitenziaria",3,3,1998
"1998.142","Direttiva",3,3,1998
"1998.143","Angelo",3,2,1998
"1998.144","Antimafia",3,2,1998
"1998.145","delI",3,2,1998
"1998.146","Centro Europa",3,2,1998
"1998.147","Federazione",3,2,1998
"1998.148","Unit‡",3,2,1998
"1998.149","Latina",3,2,1998
"1998.150","Progetto",3,2,1998
"1998.151","Nord",3,2,1998
"1998.152","Torre",3,2,1998
"1998.153","Tauro",3,1,1998
"1998.154","Macedonia",3,1,1998
"1998.155","MADONIA",3,1,1998
"1998.156","Servizio",3,1,1998
"1998.157","FRAGAPANE",3,1,1998
"1998.158","Cambi",3,1,1998
"1999.1","D.I.A.",53,53,1999
"1999.2","Italia",41,39,1999
"1999.3","Paesi",39,36,1999
"1999.4","Polizia",39,33,1999
"1999.5","Direttore",27,21,1999
"1999.6","Tribunale",23,23,1999
"1999.7","Palermo",21,21,1999
"1999.8","Unione",19,2,1999
"1999.9","DIA",18,18,1999
"1999.10","Calabria",18,8,1999
"1999.11","Direzione",16,9,1999
"1999.12","Generale",15,1,1999
"1999.13","Catania",14,14,1999
"1999.14","Giuseppe",14,3,1999
"1999.15","Adriatico",13,11,1999
"1999.16","Europa",13,10,1999
"1999.17","Campania",12,12,1999
"1999.18","Unione Europea",12,11,1999
"1999.19","Repubblica",12,8,1999
"1999.20","Antimafia",12,6,1999
"1999.21","Milano",11,11,1999
"1999.22","Bari",11,11,1999
"1999.23","Reggio",11,1,1999
"1999.24","Germania",10,10,1999
"1999.25","Reggio Calabria",10,10,1999
"1999.26","II",10,9,1999
"1999.27","Progetto",10,4,1999
"1999.28","Montenegro",9,9,1999
"1999.29","Albania",9,9,1999
"1999.30","Salerno",9,9,1999
"1999.31","Forze",9,9,1999
"1999.32","Sicilia",9,9,1999
"1999.33","Caltanissetta",9,9,1999
"1999.34","Napoli",9,9,1999
"1999.35","Tribunali",9,9,1999
"1999.36","Bernardo PROVENZANO",9,9,1999
"1999.37","Organizzata",9,3,1999
"1999.38","G.I.P.",8,8,1999
"1999.39","Puglia",8,8,1999
"1999.40","Centro",8,2,1999
"1999.41","Salvatore",8,1,1999
"1999.42","BKA",7,7,1999
"1999.43","Ufficio",7,2,1999
"1999.44","Sovietica",7,1,1999
"1999.45","Alleanza",6,6,1999
"1999.46","Ministero",6,6,1999
"1999.47","Brindisi",6,6,1999
"1999.48","alI",6,6,1999
"1999.49","III",6,6,1999
"1999.50","Organismi",6,5,1999
"1999.51","Europol",6,5,1999
"1999.52","America",6,4,1999
"1999.53","Est",6,4,1999
"1999.54","Criminalit‡",6,2,1999
"1999.55","Programma",6,1,1999
"1999.56","Procuratori",5,5,1999
"1999.57","Dipartimento",5,5,1999
"1999.58","Spagna",5,5,1999
"1999.59","Gela",5,5,1999
"1999.60","MAGGIO",5,5,1999
"1999.61","Centri Operativi",5,5,1999
"1999.62","Agrigento",5,5,1999
"1999.63","IV",5,4,1999
"1999.64","Giustizia",5,4,1999
"1999.65","Maria",5,3,1999
"1999.66","GENOVESE",5,3,1999
"1999.67","Francesco",5,2,1999
"1999.68","Nord",5,2,1999
"1999.69","Sicurezza",5,2,1999
"1999.70","MADONIA",5,1,1999
"1999.71","Jato",5,1,1999
"1999.72","Servizio",5,1,1999
"1999.73","San Lorenzo",4,4,1999
"1999.74","P.S.",4,4,1999
"1999.75","Caserta",4,4,1999
"1999.76","Lombardia",4,4,1999
"1999.77","Messina",4,4,1999
"1999.78","I.A.",4,4,1999
"1999.79","San Giuseppe Jato",4,4,1999
"1999.80","G.",4,4,1999
"1999.81","Giuseppe MADONIA",4,4,1999
"1999.82","Gioia Tauro",4,4,1999
"1999.83","Unione Sovietica",4,4,1999
"1999.84","neIl",4,4,1999
"1999.85","Argentina",4,3,1999
"1999.86","Autorit‡",4,3,1999
"1999.87","Direttore Generale",4,3,1999
"1999.88","Trapani",4,3,1999
"1999.89","RIINA",4,2,1999
"1999.90","Ordinamento",4,2,1999
"1999.91","DE",4,1,1999
"1999.92","Commissario",4,1,1999
"1999.93","Pubblica",4,1,1999
"1999.94","Benedetto",4,1,1999
"1999.95","Sele",3,3,1999
"1999.96","CASALESI",3,3,1999
"1999.97","CE",3,3,1999
"1999.98","Brasile",3,3,1999
"1999.99","Bilaterale",3,3,1999
"1999.100","Capo",3,3,1999
"1999.101","Francia",3,3,1999
"1999.102","AUTORINO",3,3,1999
"1999.103","NCIS",3,3,1999
"1999.104","D.Lgs",3,3,1999
"1999.105","C.E.",3,3,1999
"1999.106","Canada",3,3,1999
"1999.107","Piemonte",3,3,1999
"1999.108","PA",3,3,1999
"1999.109","Organismo",3,3,1999
"1999.110","Olanda",3,3,1999
"1999.111","Africa",3,3,1999
"1999.112","Semestre",3,3,1999
"1999.113","MOSCA",3,3,1999
"1999.114","Mezzogiorno",3,3,1999
"1999.115","Macedonia",3,3,1999
"1999.116","aIl",3,3,1999
"1999.117","Gangi",3,3,1999
"1999.118","Francesco SCHIAVONE",3,3,1999
"1999.119","Svizzera",3,3,1999
"1999.120","Ambasciata",3,3,1999
"1999.121","Emilia Romagna",3,3,1999
"1999.122","Direzione Investigativa Antimafia",3,3,1999
"1999.123","delI",3,3,1999
"1999.124","deII",3,3,1999
"1999.125","S. Maria Capua Vetere",3,3,1999
"1999.126","URSS",3,3,1999
"1999.127","Repubblica Popolare Cinese",3,3,1999
"1999.128","Regno Unito",3,3,1999
"1999.129","CONTINI",3,3,1999
"1999.130","BRUSCA",3,3,1999
"1999.131","Cerignola",3,3,1999
"1999.132","Commissione Europea",3,2,1999
"1999.133","Pietro",3,2,1999
"1999.134","EUCOS",3,2,1999
"1999.135","SPERA",3,2,1999
"1999.136","Procuratore",3,2,1999
"1999.137","Elvetica",3,1,1999
"1999.138","Comune",3,1,1999
"1999.139","VITALE",3,1,1999
"1999.140","Vincenzo",3,1,1999
"1999.141","Unit‡",3,1,1999
"1999.142","Amministrazione",3,1,1999
"1999.143","FALCONE",3,1,1999
"1999.144","Iniziativa",3,1,1999
"1999.145","Nuova",3,1,1999
"2000.1","Provincia",88,88,2000
"2000.2","DIA",85,84,2000
"2000.3","Italia",55,54,2000
"2000.4","Polizia",36,28,2000
"2000.5","Tribunale",33,33,2000
"2000.6","Paesi",30,25,2000
"2000.7","Calabria",30,9,2000
"2000.8","Reggio",26,4,2000
"2000.9","Palermo",25,24,2000
"2000.10","Sicilia",22,22,2000
"2000.11","Reggio Calabria",21,21,2000
"2000.12","Giuseppe",21,5,2000
"2000.13","Unione",21,1,2000
"2000.14","Forze",19,19,2000
"2000.15","Messina",19,10,2000
"2000.16","Napoli",18,17,2000
"2000.17","Direzione",18,13,2000
"2000.18","Operazione",18,12,2000
"2000.19","Catania",16,16,2000
"2000.20","Ragusa",14,14,2000
"2000.21","Bari",14,14,2000
"2000.22","Direttore",14,14,2000
"2000.23","Lecce",14,13,2000
"2000.24","Europa",14,12,2000
"2000.25","Unione Europea",13,13,2000
"2000.26","Caltanissetta",13,13,2000
"2000.27","Campania",13,13,2000
"2000.28","Germania",13,13,2000
"2000.29","Enna",12,12,2000
"2000.30","Siracusa",12,12,2000
"2000.31","RIINA",12,10,2000
"2000.32","Centro",12,2,2000
"2000.33","Milano",11,11,2000
"2000.34","Firenze",11,11,2000
"2000.35","Francia",10,10,2000
"2000.36","Toscana",10,10,2000
"2000.37","Gela",10,10,2000
"2000.38","Maria",10,8,2000
"2000.39","PROVENZANO",10,5,2000
"2000.40","Progetto",10,4,2000
"2000.41","Salvatore",10,2,2000
"2000.42","Operativo",10,1,2000
"2000.43","Francesco",10,1,2000
"2000.44","Lombardia",9,9,2000
"2000.45","Antimafia",9,5,2000
"2000.46","Benedetto",9,4,2000
"2000.47","II",9,3,2000
"2000.48","Sovietica",9,2,2000
"2000.49","Valentia",9,1,2000
"2000.50","Gaetano",9,1,2000
"2000.51","III",8,8,2000
"2000.52","Adriatico",8,8,2000
"2000.53","Foggia",8,8,2000
"2000.54","Albania",8,8,2000
"2000.55","Kg",8,8,2000
"2000.56","Africo",8,8,2000
"2000.57","Salerno",8,8,2000
"2000.58","Trapani",8,7,2000
"2000.59","Agrigento",8,7,2000
"2000.60","Est",8,6,2000
"2000.61","Repubblica",8,6,2000
"2000.62","Organizzata",8,4,2000
"2000.63","Grecia",7,7,2000
"2000.64","Brindisi",7,7,2000
"2000.65","Veneto",7,7,2000
"2000.66","Piemonte",7,7,2000
"2000.67","Puglia",7,7,2000
"2000.68","Cinisi",7,7,2000
"2000.69","Albanesi",7,7,2000
"2000.70","Caserta",7,7,2000
"2000.71","Unione Sovietica",7,7,2000
"2000.72","Tribunali",7,7,2000
"2000.73","Belgio",7,6,2000
"2000.74","MORABITO",7,6,2000
"2000.75","RUSSO",7,6,2000
"2000.76","Cosenza",7,6,2000
"2000.77","Vibo Valentia",7,6,2000
"2000.78","Criminalit‡",7,5,2000
"2000.79","Membri",7,5,2000
"2000.80","Paolo",7,3,2000
"2000.81","Antonio",7,1,2000
"2000.82","MADONIA",7,1,2000
"2000.83","Operazioni",7,1,2000
"2000.84","Olanda",6,6,2000
"2000.85","Giuseppe MADONIA",6,6,2000
"2000.86","Sanit‡",6,6,2000
"2000.87","Vlada",6,6,2000
"2000.88","Matteo MESSINA DENARO",6,6,2000
"2000.89","Liguria",6,6,2000
"2000.90","Catanzaro",6,6,2000
"2000.91","alI",6,6,2000
"2000.92","Secondigliano",6,6,2000
"2000.93","Svizzera",6,6,2000
"2000.94","MISSO",6,5,2000
"2000.95","Autorit‡",6,5,2000
"2000.96","SPERA",6,3,2000
"2000.97","Tauro",6,1,2000
"2000.98","Benevento",5,5,2000
"2000.99","Taranto",5,5,2000
"2000.100","Appendice",5,5,2000
"2000.101","neIl",5,5,2000
"2000.102","deIl",5,5,2000
"2000.103","Pianura",5,5,2000
"2000.104","Partinico",5,5,2000
"2000.105","ALLEANZA",5,5,2000
"2000.106","I.P.",5,5,2000
"2000.107","GIP",5,5,2000
"2000.108","GAFI",5,5,2000
"2000.109","Pagani",5,5,2000
"2000.110","Interno",5,5,2000
"2000.111","Misilmeri",5,5,2000
"2000.112","Legge",5,5,2000
"2000.113","CASALESI",5,5,2000
"2000.114","Ministero",5,5,2000
"2000.115","Salemo",5,5,2000
"2000.116","Cerbero",5,5,2000
"2000.117","Spagna",5,5,2000
"2000.118","Austria",5,5,2000
"2000.119","Avellino",5,5,2000
"2000.120","Lentini",5,5,2000
"2000.121","Bagnoli",5,5,2000
"2000.122","Gioia Tauro",5,5,2000
"2000.123","Marocco",5,5,2000
"2000.124","Errore",5,4,2000
"2000.125","Ministri",5,4,2000
"2000.126","NARDO",5,4,2000
"2000.127","Prato",5,4,2000
"2000.128","MAGGIO",5,4,2000
"2000.129","Europol",5,3,2000
"2000.130","G.",5,3,2000
"2000.131","Nocera",5,3,2000
"2000.132","BADALAMENTI",5,2,2000
"2000.133","Programma",5,1,2000
"2000.134","Azione",5,1,2000
"2000.135","Pietro",5,1,2000
"2000.136","Capua",5,1,2000
"2000.137","IV",4,4,2000
"2000.138","APARO",4,4,2000
"2000.139","Spagnoli",4,4,2000
"2000.140","Lazio",4,4,2000
"2000.141","Procura",4,4,2000
"2000.142","Presidenza",4,4,2000
"2000.143","Turchia",4,4,2000
"2000.144","Kalos",4,4,2000
"2000.145","Sele",4,4,2000
"2000.146","Salento",4,4,2000
"2000.147","Americano",4,4,2000
"2000.148","BKA",4,4,2000
"2000.149","ex-URSS",4,4,2000
"2000.150","SARNO",4,4,2000
"2000.151","Azione Finanziaria",4,4,2000
"2000.152","Magistratura",4,4,2000
"2000.153","G.I.P.",4,4,2000
"2000.154","PA",4,4,2000
"2000.155","Crotone",4,4,2000
"2000.156","Operazioni Sospette",4,4,2000
"2000.157","Urano",4,4,2000
"2000.158","Relazione",4,4,2000
"2000.159","STRISCIUGLIO",4,4,2000
"2000.160","Faro",4,4,2000
"2000.161","RC",4,4,2000
"2000.162","Tp",4,4,2000
"2000.163","CE",4,4,2000
"2000.164","Bagheria",4,4,2000
"2000.165","Riciclaggio",4,4,2000
"2000.166","Vittoria",4,4,2000
"2000.167","delI",4,3,2000
"2000.168","America",4,3,2000
"2000.169","Arco",4,3,2000
"2000.170","Lione",4,3,2000
"2000.171","Centro Operativo",4,2,2000
"2000.172","Centri",4,2,2000
"2000.173","COSTA",4,2,2000
"2000.174","GENOVESE",4,2,2000
"2000.175","Emilia",4,1,2000
"2000.176","Belmonte",4,1,2000
"2000.177","Vito",4,1,2000
"2000.178","Giovanni",4,1,2000
"2000.179","Penitenziaria",4,1,2000
"2000.180","Federale",4,1,2000
"2000.181","Convenzione",4,1,2000
"2000.182","USA",3,3,2000
"2000.183","Law Enforcement Projects",3,3,2000
"2000.184","FASCIANI Carmine",3,3,2000
"2000.185","Genova",3,3,2000
"2000.186","Padova",3,3,2000
"2000.187","Romania",3,3,2000
"2000.188","Ucraina",3,3,2000
"2000.189","Croazia",3,3,2000
"2000.190","PISCOPO",3,3,2000
"2000.191","COSTANZO",3,3,2000
"2000.192","Bernardo PROVENZANO",3,3,2000
"2000.193","Ordine",3,3,2000
"2000.194","Danubio Blu",3,3,2000
"2000.195","Scicli",3,3,2000
"2000.196","CanicattÏ",3,3,2000
"2000.197","Giustizia",3,3,2000
"2000.198","Argo",3,3,2000
"2000.199","Guadagna",3,3,2000
"2000.200","CEE",3,3,2000
"2000.201","Pietro AGLIERI",3,3,2000
"2000.202","Mezzogiorno",3,3,2000
"2000.203","Mazara",3,3,2000
"2000.204","SR",3,3,2000
"2000.205","Termini Imerese",3,3,2000
"2000.206","S. Maria Capua Vetere",3,3,2000
"2000.207","C.E.",3,3,2000
"2000.208","Brasile",3,3,2000
"2000.209","Iniziativa Centro Europea",3,3,2000
"2000.210","TORRE",3,3,2000
"2000.211","Emilia Romagna",3,3,2000
"2000.212","SA",3,3,2000
"2000.213","Bologna",3,3,2000
"2000.214","D.D.A.",3,3,2000
"2000.215","RG",3,3,2000
"2000.216","AUSILIO",3,3,2000
"2000.217","ESPOSITO",3,3,2000
"2000.218","Prefetture",3,3,2000
"2000.219","Protocolli",3,3,2000
"2000.220","DIOMEDE",3,3,2000
"2000.221","CUOMO Gerardo",3,3,2000
"2000.222","Organismi",3,3,2000
"2000.223","Interforze",3,3,2000
"2000.224","Funzionari",3,3,2000
"2000.225","LAGO",3,3,2000
"2000.226","Maestrale",3,3,2000
"2000.227","Gaetano BADALAMENTI",3,3,2000
"2000.228","Belmonte Mezzagno",3,3,2000
"2000.229","Ametista",3,2,2000
"2000.230","Iridium",3,2,2000
"2000.231","VITALE",3,2,2000
"2000.232","GAETA",3,2,2000
"2000.233","Direttiva",3,2,2000
"2000.234","Dipartimento",3,2,2000
"2000.235","Crna Gora",3,2,2000
"2000.236","Collegamenti",3,2,2000
"2000.237","CONTINI",3,2,2000
"2000.238","deII",3,2,2000
"2000.239","DIANA",3,2,2000
"2000.240","Artemide",3,2,2000
"2000.241","GUARNERI",3,2,2000
"2000.242","Velocit‡",3,2,2000
"2000.243","Gun",3,2,2000
"2000.244","Raffaele",3,1,2000
"2000.245","TOCCO",3,1,2000
"2000.246","NATIONAL",3,1,2000
"2000.247","GIUFFRE",3,1,2000
"2000.248","Borgo",3,1,2000
"2000.249","Ordinamento",3,1,2000
"2000.250","ZAGARIA",3,1,2000
"2000.251","UE",3,1,2000
"2000.252","MALLARDO",3,1,2000
"2001.1","Provincia",88,88,2001
"2001.2","DIA",85,84,2001
"2001.3","Italia",55,54,2001
"2001.4","Polizia",36,28,2001
"2001.5","Tribunale",33,33,2001
"2001.6","Paesi",30,25,2001
"2001.7","Calabria",30,9,2001
"2001.8","Reggio",26,4,2001
"2001.9","Palermo",25,24,2001
"2001.10","Sicilia",22,22,2001
"2001.11","Reggio Calabria",21,21,2001
"2001.12","Giuseppe",21,5,2001
"2001.13","Unione",21,1,2001
"2001.14","Forze",19,19,2001
"2001.15","Messina",19,10,2001
"2001.16","Napoli",18,17,2001
"2001.17","Direzione",18,13,2001
"2001.18","Operazione",18,12,2001
"2001.19","Catania",16,16,2001
"2001.20","Ragusa",14,14,2001
"2001.21","Bari",14,14,2001
"2001.22","Direttore",14,14,2001
"2001.23","Lecce",14,13,2001
"2001.24","Europa",14,12,2001
"2001.25","Unione Europea",13,13,2001
"2001.26","Caltanissetta",13,13,2001
"2001.27","Campania",13,13,2001
"2001.28","Germania",13,13,2001
"2001.29","Enna",12,12,2001
"2001.30","Siracusa",12,12,2001
"2001.31","RIINA",12,10,2001
"2001.32","Centro",12,2,2001
"2001.33","Milano",11,11,2001
"2001.34","Firenze",11,11,2001
"2001.35","Francia",10,10,2001
"2001.36","Toscana",10,10,2001
"2001.37","Gela",10,10,2001
"2001.38","Maria",10,8,2001
"2001.39","PROVENZANO",10,5,2001
"2001.40","Progetto",10,4,2001
"2001.41","Salvatore",10,2,2001
"2001.42","Operativo",10,1,2001
"2001.43","Francesco",10,1,2001
"2001.44","Lombardia",9,9,2001
"2001.45","Antimafia",9,5,2001
"2001.46","Benedetto",9,4,2001
"2001.47","II",9,3,2001
"2001.48","Sovietica",9,2,2001
"2001.49","Valentia",9,1,2001
"2001.50","Gaetano",9,1,2001
"2001.51","III",8,8,2001
"2001.52","Adriatico",8,8,2001
"2001.53","Foggia",8,8,2001
"2001.54","Albania",8,8,2001
"2001.55","Kg",8,8,2001
"2001.56","Africo",8,8,2001
"2001.57","Salerno",8,8,2001
"2001.58","Trapani",8,7,2001
"2001.59","Agrigento",8,7,2001
"2001.60","Est",8,6,2001
"2001.61","Repubblica",8,6,2001
"2001.62","Organizzata",8,4,2001
"2001.63","Grecia",7,7,2001
"2001.64","Brindisi",7,7,2001
"2001.65","Veneto",7,7,2001
"2001.66","Piemonte",7,7,2001
"2001.67","Puglia",7,7,2001
"2001.68","Cinisi",7,7,2001
"2001.69","Albanesi",7,7,2001
"2001.70","Caserta",7,7,2001
"2001.71","Unione Sovietica",7,7,2001
"2001.72","Tribunali",7,7,2001
"2001.73","Belgio",7,6,2001
"2001.74","MORABITO",7,6,2001
"2001.75","RUSSO",7,6,2001
"2001.76","Cosenza",7,6,2001
"2001.77","Vibo Valentia",7,6,2001
"2001.78","Criminalit‡",7,5,2001
"2001.79","Membri",7,5,2001
"2001.80","Paolo",7,3,2001
"2001.81","Antonio",7,1,2001
"2001.82","MADONIA",7,1,2001
"2001.83","Operazioni",7,1,2001
"2001.84","Olanda",6,6,2001
"2001.85","Giuseppe MADONIA",6,6,2001
"2001.86","Sanit‡",6,6,2001
"2001.87","Vlada",6,6,2001
"2001.88","Matteo MESSINA DENARO",6,6,2001
"2001.89","Liguria",6,6,2001
"2001.90","Catanzaro",6,6,2001
"2001.91","alI",6,6,2001
"2001.92","Secondigliano",6,6,2001
"2001.93","Svizzera",6,6,2001
"2001.94","MISSO",6,5,2001
"2001.95","Autorit‡",6,5,2001
"2001.96","SPERA",6,3,2001
"2001.97","Tauro",6,1,2001
"2001.98","Benevento",5,5,2001
"2001.99","Taranto",5,5,2001
"2001.100","Appendice",5,5,2001
"2001.101","neIl",5,5,2001
"2001.102","deIl",5,5,2001
"2001.103","Pianura",5,5,2001
"2001.104","Partinico",5,5,2001
"2001.105","ALLEANZA",5,5,2001
"2001.106","I.P.",5,5,2001
"2001.107","GIP",5,5,2001
"2001.108","GAFI",5,5,2001
"2001.109","Pagani",5,5,2001
"2001.110","Interno",5,5,2001
"2001.111","Misilmeri",5,5,2001
"2001.112","Legge",5,5,2001
"2001.113","CASALESI",5,5,2001
"2001.114","Ministero",5,5,2001
"2001.115","Salemo",5,5,2001
"2001.116","Cerbero",5,5,2001
"2001.117","Spagna",5,5,2001
"2001.118","Austria",5,5,2001
"2001.119","Avellino",5,5,2001
"2001.120","Lentini",5,5,2001
"2001.121","Bagnoli",5,5,2001
"2001.122","Gioia Tauro",5,5,2001
"2001.123","Marocco",5,5,2001
"2001.124","Errore",5,4,2001
"2001.125","Ministri",5,4,2001
"2001.126","NARDO",5,4,2001
"2001.127","Prato",5,4,2001
"2001.128","MAGGIO",5,4,2001
"2001.129","Europol",5,3,2001
"2001.130","G.",5,3,2001
"2001.131","Nocera",5,3,2001
"2001.132","BADALAMENTI",5,2,2001
"2001.133","Programma",5,1,2001
"2001.134","Azione",5,1,2001
"2001.135","Pietro",5,1,2001
"2001.136","Capua",5,1,2001
"2001.137","IV",4,4,2001
"2001.138","APARO",4,4,2001
"2001.139","Spagnoli",4,4,2001
"2001.140","Lazio",4,4,2001
"2001.141","Procura",4,4,2001
"2001.142","Presidenza",4,4,2001
"2001.143","Turchia",4,4,2001
"2001.144","Kalos",4,4,2001
"2001.145","Sele",4,4,2001
"2001.146","Salento",4,4,2001
"2001.147","Americano",4,4,2001
"2001.148","BKA",4,4,2001
"2001.149","ex-URSS",4,4,2001
"2001.150","SARNO",4,4,2001
"2001.151","Azione Finanziaria",4,4,2001
"2001.152","Magistratura",4,4,2001
"2001.153","G.I.P.",4,4,2001
"2001.154","PA",4,4,2001
"2001.155","Crotone",4,4,2001
"2001.156","Operazioni Sospette",4,4,2001
"2001.157","Urano",4,4,2001
"2001.158","Relazione",4,4,2001
"2001.159","STRISCIUGLIO",4,4,2001
"2001.160","Faro",4,4,2001
"2001.161","RC",4,4,2001
"2001.162","Tp",4,4,2001
"2001.163","CE",4,4,2001
"2001.164","Bagheria",4,4,2001
"2001.165","Riciclaggio",4,4,2001
"2001.166","Vittoria",4,4,2001
"2001.167","delI",4,3,2001
"2001.168","America",4,3,2001
"2001.169","Arco",4,3,2001
"2001.170","Lione",4,3,2001
"2001.171","Centro Operativo",4,2,2001
"2001.172","Centri",4,2,2001
"2001.173","COSTA",4,2,2001
"2001.174","GENOVESE",4,2,2001
"2001.175","Emilia",4,1,2001
"2001.176","Belmonte",4,1,2001
"2001.177","Vito",4,1,2001
"2001.178","Giovanni",4,1,2001
"2001.179","Penitenziaria",4,1,2001
"2001.180","Federale",4,1,2001
"2001.181","Convenzione",4,1,2001
"2001.182","USA",3,3,2001
"2001.183","Law Enforcement Projects",3,3,2001
"2001.184","FASCIANI Carmine",3,3,2001
"2001.185","Genova",3,3,2001
"2001.186","Padova",3,3,2001
"2001.187","Romania",3,3,2001
"2001.188","Ucraina",3,3,2001
"2001.189","Croazia",3,3,2001
"2001.190","PISCOPO",3,3,2001
"2001.191","COSTANZO",3,3,2001
"2001.192","Bernardo PROVENZANO",3,3,2001
"2001.193","Ordine",3,3,2001
"2001.194","Danubio Blu",3,3,2001
"2001.195","Scicli",3,3,2001
